"","mice","date_expe","BW","BT","EEDm","EENm","EREDm","FAT","FATPROP","FIDs","FINs","GLY","LEAN","LEANPROP","P0","P1","P3","RERDm","RERNm","STATUS","VCO2Dm","VCO2Nm","VO2Dm","VO2Nm","WIDs","WINs","XYDm","XYNm","ZDs","ZNs","DOB","DOD","AGE","REMAINTIME","XYTOTs","ZTOTs","XYZTOTs","XYZDs","XYZNs","XYDs","XYNs","RERTOTm","EETOTs","EEDs","EENs","FIDKCALs","FINKCALs","FITOTKCALs","WITOTs","EB","FAOX"
"129",16,2019-10-22,31.6,37.5,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,3.744,NA,6.666,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,329,-55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",16,2019-10-31,34.8,37.1,0.475069444444444,0.532868055555555,0.456246212121212,6.704,21.9084967320261,0.29,2.62666666666667,135,21.84,71.3725490196078,4.151,33.272,21.821,0.784097222222222,0.908034722222222,"GROUPED",77.6319444444444,97.9097222222222,97.9097222222222,107.6875,0.143333333333333,2.68666666666667,574.222222222222,1517.30555555556,4035.66666666667,6870,2018-11-27,2019-12-16,338,-46,25098.3333333333,10905.6666666667,36004,10926.3333333333,25077.6666666667,6890.66666666667,18207.6666666667,0.846065972222222,12.09525,5.70083333333333,6.39441666666667,0.968309999999999,8.77044,9.73875,2.83,-2.3565,6.20623516493056
"131",16,2019-11-18,32.1,37.7,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,4.594,NA,13.47,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,356,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",16,2019-12-03,31,37.3,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,4.617,10.265,7.535,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,371,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",16,2019-12-16,22,30.8,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,7.501,NA,NA,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",17,2019-03-01,26.2,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,3.319,10.358,7.234,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,94,-213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",17,2019-03-22,27.7,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,4.376,11.584,8.079,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,115,-192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",17,2019-04-17,27,NA,NA,NA,NA,2.305,10.0655021834061,NA,NA,137,18.653,81.4541484716157,3.796,9.225,7.962,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,141,-166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",17,2019-06-05,31.6,NA,0.548,0.645,0.529086111111111,5.333,18.5173611111111,0.682500000000001,4.2525,151,20.917,72.6284722222222,3.785,15.501,7.606,0.863,1.005,"GROUPED",96.945,128.453,128.453,127.672,0.298,3.4325,633.025,2265.75,899,5960.25,2018-11-27,2019-09-30,190,-117,34785.3,6859.25,41644.55,8495.3,33149.25,7596.3,27189,0.934,14.316,6.576,7.74,2.2788675,14.1990975,16.477965,3.7305,2.161965,3.14952
"138",17,2019-07-04,32.6,38.2,0.335,0.362,0.333289351851852,6.243,21.6020761245675,0.0566666666666666,0.506666666666667,144,20.537,71.0622837370242,3.649,8.807,6.568,0.732,0.736,"GROUPED",51.495,56.035,56.035,76.194,0.0425,0.0666666666666667,320.799,502.889,275.3,9133.5,2018-11-27,2019-09-30,219,-88,9884.256,9408.8,19293.056,4124.888,15168.168,3849.588,6034.668,0.734,8.364,4.02,4.344,0.18921,1.69176,1.88097,0.109166666666667,-6.48303,7.41608
"139",17,2019-07-30,31.7,37.2,0.473576388888889,0.575409722222222,0.455560606060606,5.155,17.0695364238411,0.12,2.76666666666667,129,20.049,66.387417218543,3.79,11.106,6.621,0.786402777777778,0.935,"GROUPED",77.4375,108.131944444444,108.131944444444,115.638888888889,1.28,4.18333333333333,464.055555555555,1907.02777777778,474.333333333333,7008.66666666667,2018-11-27,2019-09-30,245,-62,28453,7483,35936,6043,29893,5568.66666666667,22884.3333333333,0.860701388888889,12.5878333333333,5.68291666666667,6.90491666666667,0.400680000000001,9.2379,9.63858,5.46333333333333,-2.94925333333333,5.84489233410494
"140",17,2019-08-14,26.9,36.6,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,3.774,NA,7.578,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,260,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",17,2019-09-03,27.8,38.1,NA,NA,NA,3.91,14.4814814814815,NA,NA,111,20.223,74.9,4,10.483,6.912,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,280,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",17,2019-09-17,21.4,35.3,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,3.967,NA,8.318,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,294,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",18,2019-03-01,25,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,3.495,8.076,9.209,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-13,94,-257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",18,2019-03-22,28.6,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,3.684,9.451,6.49,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-13,115,-236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",18,2019-04-17,27.5,NA,0.481,0.566,0.462454166666667,NA,NA,0.415,3.745,139,NA,NA,4.09,9.483,6.236,0.845,1.022,"GROUPED",83.583,114.135,114.135,111.635,0.0683333333333339,3.06,808.181,1991.417,1416.33333333333,8626.66666666667,2018-11-27,2019-11-13,141,-210,33595.176,10043,43638.176,11114.5053333333,32523.6706666667,9698.172,23897.004,0.9335,12.564,5.772,6.792,1.385685,12.504555,13.89024,3.12833333333333,1.32624,2.78502
"146",18,2019-06-05,31,35,0.475,0.597,0.447685606060606,3.763,13.937037037037,0.33,3.88333333333333,131,21.279,78.8111111111111,3.806,10.069,8.508,0.848,1.013,"GROUPED",82.924,119.625,119.625,117.993,0.0566666666666663,3.31,656.361,1820.25,650.75,5055,2018-11-27,2019-11-13,190,-161,29719.332,5705.75,35425.082,8527.082,26898,7876.332,21843,0.9305,12.864,5.7,7.164,1.10187,12.96645,14.06832,3.36666666666667,1.20432,2.98016000000001
"147",18,2019-07-04,31.9,38.5,0.504,0.619,0.491143939393939,6.62,21.4935064935065,0.0133333333333333,3.52666666666667,148,22.11,71.7857142857143,3.725,8.19,7.217,0.792,0.951,"GROUPED",82.938,118.146,118.146,124.007,0.0166666666666666,3.37333333333333,488.076,2223.222,514.15,14393.25,2018-11-27,2019-11-13,219,-132,32535.576,14907.4,47442.976,6371.062,41071.914,5856.912,26678.664,0.8715,13.476,6.048,7.428,0.04452,11.77554,11.82006,3.39,-1.65594,5.77222
"148",18,2019-07-30,32.7,36.5,0.558640625,0.700276041666667,0.537198106060606,6.859,20.7848484848485,0.0999999999999996,5.3425,137,23.435,71.0151515151515,4.118,11.565,6.227,0.844196875,0.999802083333333,"GROUPED",96.9552083333333,138.958333333333,138.958333333333,138.697916666667,0,6.54,804.541666666667,2940.5625,89,97,2018-11-27,2019-11-13,245,-106,44941.25,186,45127.25,9743.5,35383.75,9654.5,35286.75,0.921999479166667,15.107,6.7036875,8.4033125,0.333899999999999,17.8386075,18.1725075,6.54,3.0655075,3.92784622743055
"149",18,2019-08-14,28.4,36.8,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,3.736,NA,6.031,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-13,260,-91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",18,2019-09-03,32.2,36.3,0.4868125,0.566986111111111,0.467117424242424,5.004,16.68,0.456666666666667,3.57,124,21.627,72.09,3.975,13.714,7.677,0.835180555555555,0.972909722222222,"GROUPED",83.7291666666667,110.006944444444,110.006944444444,113.020833333333,1.62,3.47333333333333,497.798611111111,1632.13888888889,701.75,5031.5,2018-11-27,2019-11-13,280,-71,25559.25,5733.25,31292.5,6675.33333333333,24617.1666666667,5973.58333333333,19585.6666666667,0.904045138888889,12.6455833333333,5.84175,6.80383333333333,1.52481,11.92023,13.44504,5.09333333333333,0.799456666666666,4.04468397472994
"151",18,2019-09-17,28.3,37.8,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,3.847,NA,7.164,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-13,294,-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",18,2019-10-04,32.9,36.9,0.506409722222222,0.594875,0.47925,5.701,19.3254237288136,1.02333333333333,3.58333333333333,152,22.841,77.4271186440678,3.79,10.852,8.22,0.868305555555556,0.981923611111111,"GROUPED",89.7777777777778,116.097222222222,116.097222222222,118.381944444444,0.343333333333333,3.69,685.861111111111,2075.55555555556,664,3974.66666666667,2018-11-27,2019-11-13,311,-40,33137,4638.66666666667,37775.6666666667,8894.33333333333,28881.3333333333,8230.33333333333,24906.6666666667,0.925114583333333,13.2154166666667,6.07691666666667,7.1385,3.41690999999999,11.96475,15.38166,4.03333333333333,2.16624333333333,3.29880661168981
"153",18,2019-10-22,31,37.3,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,4.134,NA,6.651,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-13,329,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",18,2019-10-31,34.3,37.4,0.3931875,0.3983125,0.395944444444444,0.99,3.4375,0,0,136,28.457,98.8090277777778,3.87,23.792,NA,0.893905208333333,0.921125,"GROUPED",71.346875,73.9791666666667,73.9791666666667,80.3020833333333,0.506,1.635,227.195833333333,283.75,21.05,73.25,2018-11-27,2019-11-13,338,-13,6131.35,94.3,6225.65,2747.4,3478.25,2726.35,3405,0.907515104166667,9.498,4.71825,4.77975,0,0,0,2.141,-9.498,2.92807180208333
"155",19,2019-03-01,24.8,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,3.471,8.376,8.108,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,94,-213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",19,2019-03-22,29.1,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,4.103,10.728,6.756,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,115,-192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",19,2019-04-17,29.9,NA,NA,NA,NA,4.84,18.544061302682,NA,NA,150,19.19,73.5249042145594,3.996,10.947,7.202,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,141,-166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",19,2019-06-05,31.8,38.6,0.471,0.553,0.447493171296296,5.583,20.3759124087591,0.515500000000001,2.83,154,19.367,70.6824817518248,3.791,9.761,8.082,0.837,0.962,"GROUPED",81.148,106.5,106.5,110.552,0.156000000000001,2.245,586.071,1846.25,531.4,3697,2018-11-27,2019-09-30,190,-117,29187.852,4228.4,33416.252,7564.252,25852,7032.852,22155,0.8995,12.288,5.652,6.636,1.7212545,9.44937,11.1706245,2.401,-1.1173755,4.11648
"159",19,2019-07-04,31.4,37,0.454673611111111,0.542034722222222,0.447973611111111,4.541,16.5729927007299,0.68,3.61666666666667,147,20.991,76.6094890510949,3.659,10.842,7.481,0.862335069444444,0.990506944444444,"GROUPED",80.2291666666667,106.652777777778,106.652777777778,107.652777777778,0.0225000000000004,3.08,642.638888888889,1982.86111111111,375.05,4183.5,2018-11-27,2019-09-30,219,-88,31506,4558.55,36064.55,8086.71666666667,27977.8333333333,7711.66666666667,23794.3333333333,0.926421006944444,11.9605,5.45608333333333,6.50441666666667,2.27052,12.07605,14.34657,3.1025,2.38607,2.93347182146991
"160",19,2019-07-30,31,36.7,0.4871875,0.604416666666667,0.469938131313131,5.287,17.5647840531561,0.37,3.95666666666667,128,22.165,73.6378737541528,4.121,10.249,8.137,0.843819444444445,0.992965277777778,"GROUPED",84.4236111111111,119.1875,119.1875,119.902777777778,0.0566666666666666,3.57666666666667,555.222222222222,2291.63888888889,293,5143.66666666667,2018-11-27,2019-09-30,245,-62,34162.3333333333,5436.66666666667,39599,6955.66666666667,32643.3333333333,6662.66666666667,27499.6666666667,0.918392361111111,13.09925,5.84625,7.253,1.23543,13.21131,14.44674,3.63333333333333,1.34749,3.56332954571758
"161",19,2019-08-14,28.6,36.9,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,4.092,NA,7.471,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,260,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",19,2019-09-03,30,38.4,0.433548611111111,0.553236111111111,0.414451388888889,1.918,6.85,0.340833333333334,3.52333333333333,138,24.926,89.0214285714286,4.399,8.522,7.449,0.828559027777778,0.985986111111111,"GROUPED",74.0538194444444,108.444444444444,108.444444444444,109.902777777778,1.86166666666667,3.32333333333333,330.743055555556,1172.55555555556,443.583333333333,4771,2018-11-27,2019-09-30,280,-27,18039.5833333333,5214.58333333333,23254.1666666667,4412.5,18841.6666666667,3968.91666666667,14070.6666666667,0.907272569444444,11.8414166666667,5.20258333333333,6.63883333333333,1.1380425,11.76441,12.9024525,5.185,1.06103583333333,3.66008047212577
"163",19,2019-09-17,28.6,37.3,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,4.615,NA,10.25,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-30,294,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",20,2019-03-01,28.2,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,3.471,8.868,7.399,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,94,-209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",20,2019-03-22,31.5,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,4.093,12.163,7.48,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,115,-188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",20,2019-04-17,33,NA,NA,NA,NA,9.93,29.8198198198198,NA,NA,125,21.03,63.1531531531532,4.034,10.208,8.404,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,141,-162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",20,2019-06-05,37.9,37.5,NA,NA,NA,8.261,26.3929712460064,NA,NA,138,21.032,67.1948881789137,3.901,13.544,8.535,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,190,-113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",20,2019-07-04,37.8,36.5,NA,NA,NA,9.715,29.0868263473054,NA,NA,160,21.654,64.8323353293413,3.705,9.922,7.705,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,219,-84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",20,2019-07-30,38.6,37.1,0.493363541666667,0.589020833333333,0.468211805555556,9.273,26.34375,0.545999999999999,2.8275,133,22.131,62.8721590909091,3.976,14.952,10.705,0.816428125,0.916734375,"GROUPED",83.2635416666667,109.09375,109.09375,118.833333333333,0.1345,2.5275,597.3,1815.64583333333,293,5143.66666666667,2018-11-27,2019-09-26,245,-58,28955.35,5436.66666666667,34392.0166666667,7460.6,26931.4166666667,7167.6,21787.75,0.86658125,12.9886125,5.9203625,7.06825,1.823094,9.4410225,11.2641165,2.662,-1.724496,5.77641481328124
"170",20,2019-08-14,32.1,36.6,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,3.771,NA,6.621,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,260,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",20,2019-09-03,38.2,38.2,NA,NA,NA,6.619,22.0633333333333,NA,NA,123,20.994,69.98,3.798,226.791,7.767,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,280,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",20,2019-09-17,22.6,32.6,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,4.006,NA,194.239,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-26,294,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",21,2019-03-01,25.7,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,3.616,8.884,6.803,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-08-01,94,-153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",21,2019-03-22,26.7,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,4.21,9.203,5.811,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-08-01,115,-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",21,2019-04-17,29.2,NA,NA,NA,NA,5.5,20.3703703703704,NA,NA,127,19.27,71.3703703703704,4.269,8.51,7.218,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-08-01,141,-106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",21,2019-06-05,34.8,37.5,NA,NA,NA,6.044,21.2070175438596,NA,NA,147,20.196,70.8631578947368,3.747,11.972,7.738,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-08-01,190,-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",21,2019-07-04,34.6,36.8,0.412854166666667,0.435430555555556,0.399127314814815,2.246,7.01875,0.0291666666666669,0.693333333333333,136,23.041,72.003125,3.72,9.497,9.351,0.733359375,0.749805555555556,"GROUPED",63.7708333333333,68.5416666666667,68.5416666666667,91.2291666666667,0.0291666666666666,0.54,292.534722222222,515.777777777778,69.75,751.5,2018-11-27,2019-08-01,219,-28,9699.75,821.25,10521,3580.16666666667,6940.83333333333,3510.41666666667,6189.33333333333,0.741582465277778,10.1794166666667,4.95425,5.22516666666667,0.0973875000000009,2.31504,2.4124275,0.569166666666667,-7.76698916666667,8.76846586636767
"178",21,2019-07-30,25.7,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,4.301,60.071,39.206,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-08-01,245,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",22,2019-03-01,27.4,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,3.722,11.689,6.516,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,94,-277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",22,2019-03-22,26.4,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,4.266,8.523,5.076,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,115,-256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",22,2019-04-17,30.5,NA,NA,NA,NA,3.72,14.8207171314741,NA,NA,152,19.725,78.5856573705179,4.143,11.749,7.724,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,141,-230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",22,2019-06-05,32.6,NA,0.61,0.679,0.578032175925926,7.956,25.1772151898734,0.8955,4.7525,154,21.33,67.5,4.069,20.325,7.689,0.9,1.04,"GROUPED",112.496,139.182,139.182,133.313,0.229,3.025,776.013,1643.729,524.2,2133,2018-11-27,2019-12-03,190,-181,29036.904,2657.2,31694.104,9836.356,21857.748,9312.156,19724.748,0.97,15.468,7.32,8.148,2.9900745,15.8685975,18.858672,3.254,3.390672,1.5468
"183",22,2019-07-04,32.1,37,NA,NA,NA,7.545,24.7377049180328,NA,NA,134,21.164,69.3901639344262,3.744,13.993,7.895,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,219,-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",22,2019-07-30,32.6,36.4,0.500704166666667,0.583489583333333,0.488307291666667,6.458,21.5266666666667,0.482,3.22,153,21.113,70.3766666666667,3.984,32.304,16.093,0.818216666666667,0.964994791666667,"GROUPED",84.6197916666667,112.401041666667,112.401041666667,116.541666666667,0.149,2.695,502.254166666667,1792,395,2295.66666666667,2018-11-27,2019-12-03,245,-126,27531.05,2690.66666666667,30221.7166666667,6422.05,23799.6666666667,6027.05,21504,0.891605729166667,13.010325,6.00845,7.001875,1.609398,10.75158,12.360978,2.844,-0.649347000000002,4.70081563893229
"185",22,2019-08-14,30.1,36.8,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,3.512,NA,6.548,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,260,-111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",22,2019-09-03,33.2,38.1,0.511572916666667,0.59375,0.495983796296296,7.102,22.9096774193548,0.3,2.96666666666667,143,20.632,66.5548387096774,3.764,9.109,7.861,0.798074652777778,0.935673611111111,"GROUPED",84.6822916666667,111.770833333333,111.770833333333,119.3125,1.425,2.66333333333333,400.243055555555,1737.5,487.75,5020.25,2018-11-27,2019-12-03,280,-91,25652.9166666667,5508,31160.9166666667,5290.66666666667,25870.25,4802.91666666667,20850,0.866874131944444,13.263875,6.138875,7.125,1.0017,9.9057,10.9074,4.08833333333333,-2.356475,5.88588291051794
"187",22,2019-09-17,32,37.9,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,3.647,NA,6.674,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,294,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",22,2019-10-04,34.3,36.8,0.4961875,0.589680555555556,0.468029166666667,7.377,24.1868852459016,0.513333333333333,3.09666666666667,153,21.603,70.8295081967213,3.955,12.502,9.057,0.835722222222222,0.972548611111111,"GROUPED",85.4097222222222,114.423611111111,114.423611111111,117.465277777778,0.17,2.77,570.75,1671.38888888889,474,3546.33333333333,2018-11-27,2019-12-03,311,-60,26905.6666666667,4020.33333333333,30926,7323,23603,6849,20056.6666666667,0.904135416666667,13.0304166666667,5.95425,7.07616666666667,1.71402,10.33977,12.05379,2.94,-0.976626666666668,4.1638515480324
"189",22,2019-10-22,32.1,37.9,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,3.772,NA,7.2,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,329,-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",22,2019-10-31,35.6,36.8,0.523118055555556,0.610256944444444,0.500375,8.93,27.6470588235294,0.0633333333333336,3.28,143,21.68,67.1207430340557,3.851,22.712,9.12,0.780791666666667,0.937375,"GROUPED",85.0833333333333,115.097222222222,115.097222222222,122.5625,0.0466666666666666,3.04,532.333333333333,1855.66666666667,351,4749,2018-11-27,2019-12-03,338,-33,28656,5100,33756,6739,27017,6388,22268,0.859083333333333,13.6005,6.27741666666667,7.32308333333333,0.211470000000001,10.95192,11.16339,3.08666666666667,-2.43711,6.38845708333333
"191",22,2019-11-18,31.8,38.1,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,4.14,NA,8.462,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,356,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",23,2019-03-01,25.5,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,3.74,7.179,6.814,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,94,-342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
